name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Milano, Lombardia, Italia",2023-05-21,25.4,12.6,18.6,25.4,12.6,18.6,13.2,74,0.638,100,16.67,rain,0,0,27.6,12.8,340.2,1013.2,68,10,182.8,15.7,8,30,2023-05-21T05:46:58,2023-05-21T20:53:29,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-22,26.7,14.9,20.9,26.8,14.9,20.9,13.6,65.5,0.343,100,25,rain,0,0,32.1,9.6,296.6,1013.4,45.3,10,257.9,22.4,9,30,2023-05-22T05:46:01,2023-05-22T20:54:34,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-05-23,28.6,14,21.8,28.1,14,21.7,14,65.1,0,0,0,rain,0,0,20.1,11.2,248.5,1012.4,18.9,10,304.1,26.3,9,30,2023-05-23T05:45:06,2023-05-23T20:55:37,0.12,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-24,25.7,15.8,20.3,25.7,15.8,20.3,13.6,67.1,1.184,100,16.67,rain,0,0,27.7,19.8,30.7,1012.5,57.2,9.6,238.3,20.3,9,30,2023-05-24T05:44:13,2023-05-24T20:56:40,0.15,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-05-25,24.9,15.7,19.6,24.9,15.7,19.6,13.7,70.2,5.586,100,33.33,rain,0,0,31.3,19.7,77.1,1017.6,55.1,10,209.1,18.2,7,10,2023-05-25T05:43:22,2023-05-25T20:57:42,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-26,28.6,14.8,21.5,27.4,14.8,21.3,13.4,64.5,0,0,0,,0,0,24.7,9.2,252.8,1018.4,4.9,9.8,315.6,27.1,9,10,2023-05-26T05:42:33,2023-05-26T20:58:42,0.22,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-27,25.7,17.8,21.8,25.7,17.8,21.8,14.5,64.1,0.012,100,12.5,rain,0,0,25.9,19.1,101.1,1017.6,42.4,10,280,24.3,9,30,2023-05-27T05:41:47,2023-05-27T20:59:41,0.25,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-05-28,26.6,17.7,21.9,26.6,17.7,21.9,15,67.6,1.691,100,41.67,rain,0,0,35,12.4,72.6,1014.8,49.2,10,273.9,23.6,9,30,2023-05-28T05:41:02,2023-05-28T21:00:39,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-29,26.6,16.8,21.5,26.6,16.8,21.5,13.6,62.4,11.921,100,37.5,rain,0,0,28.7,18.1,332.5,1014.4,56.3,10,246,21.3,9,30,2023-05-29T05:40:20,2023-05-29T21:01:36,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-30,26.6,16.9,22.3,26.6,16.9,22.3,13.7,60,0.825,100,29.17,rain,0,0,39,15.9,100.3,1015,49.9,10,258.2,22.3,8,30,2023-05-30T05:39:39,2023-05-30T21:02:31,0.35,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-05-31,25.6,16.8,21.1,25.6,16.8,21.1,12.8,60.8,4.141,100,33.33,rain,0,0,37.2,16.3,28.6,1017.2,64,9.7,211.8,18.2,7,30,2023-05-31T05:39:02,2023-05-31T21:03:25,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-01,27,17.6,22.3,26.9,17.6,22.3,13,57.4,0.019,100,4.17,rain,0,0,19.3,9.3,144,1015.7,37.8,10,303.3,26.2,9,10,2023-06-01T05:38:26,2023-06-01T21:04:17,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-02,28.6,16.9,23.2,28.1,16.9,23.1,13.9,58.1,0.374,100,29.17,rain,0,0,39.7,12.6,240.5,1012.2,43.9,10,300.8,25.8,9,30,2023-06-02T05:37:52,2023-06-02T21:05:08,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-03,24.7,16,20.9,24.7,16,20.9,14.6,68.9,9.201,100,25,rain,0,0,28.3,21.3,110,1014.6,55,9.9,266,23,9,30,2023-06-03T05:37:21,2023-06-03T21:05:58,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-06-04,23.8,15.3,19.9,23.8,15.3,19.9,15,74.1,2.118,100,37.5,rain,0,0,26.2,21.1,77.3,1016.1,68.4,9.7,185.3,15.9,7,30,2023-06-04T05:36:52,2023-06-04T21:06:45,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-05,21.7,15.8,18.7,21.7,15.8,18.7,15,80,0.85,100,29.17,rain,0,0,34.1,17.2,104.1,1015.7,53.3,10,193.5,16.7,7,10,2023-06-05T05:36:26,2023-06-05T21:07:31,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-06,25.7,14.8,21.1,25.7,14.8,21.1,14.7,69.4,0,0,0,rain,0,0,21.6,14,151.4,1014.9,38.2,9.4,303.5,26.3,9,30,2023-06-06T05:36:02,2023-06-06T21:08:16,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-07,25.7,16.8,21.2,25.7,16.8,21.2,14.8,68.5,2.188,100,25,rain,0,0,29.7,12.9,149.5,1015.8,49,9.6,268.3,23.1,9,30,2023-06-07T05:35:40,2023-06-07T21:08:58,0.62,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-08,27.6,16.7,22.2,27.7,16.7,22.2,14.6,63.7,0.01,100,4.17,rain,0,0,37.2,11.3,324.9,1013.7,37.3,10,280,24.3,9,10,2023-06-08T05:35:20,2023-06-08T21:09:39,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-09,26.5,16,22,26.5,16,22,15.4,66.9,0,0,0,rain,0,0,21.3,9.3,249.7,1012,59.5,10,179.4,15.5,8,10,2023-06-09T05:35:03,2023-06-09T21:10:18,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-10,25.8,19.7,22.4,25.8,19.7,22.4,16.3,68.9,0.038,100,8.33,rain,0,0,18.1,9.2,245.6,1011.3,59.8,10,171.5,14.8,5,30,2023-06-10T05:34:48,2023-06-10T21:10:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-11,27.8,16.9,23.2,28.4,16.9,23.4,16.4,67.2,2.264,100,20.83,rain,0,0,33.3,14.2,116.7,1011.6,47.1,10,287.5,24.9,9,60,2023-06-11T05:34:36,2023-06-11T21:11:31,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-06-12,26.8,17.8,22.8,27.4,17.8,22.9,16.5,69.4,0.739,100,37.5,rain,0,0,35.1,16.2,112.5,1011.9,54.3,9.9,317.7,27.6,10,30,2023-06-12T05:34:26,2023-06-12T21:12:04,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-13,23.7,18.7,21.2,23.7,18.7,21.2,15.6,70.7,0.819,100,20.83,rain,0,0,35.1,21,88.5,1010.1,63.1,10,119.5,10.4,6,10,2023-06-13T05:34:18,2023-06-13T21:12:35,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999"
"Milano, Lombardia, Italia",2023-06-14,25,17.7,21.1,25,17.7,21.1,15.9,74.3,1.773,100,29.17,rain,0,0,29.7,15.6,94.5,1010.6,60.4,9.5,214.4,18.5,9,30,2023-06-14T05:34:13,2023-06-14T21:13:04,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,F5400,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-15,27,18,22.9,27.4,18,23,15.3,63.5,0.677,100,8.33,rain,0,0,16.9,12.8,104.4,1013.2,41.2,10,311.1,26.8,9,30,2023-06-15T05:34:10,2023-06-15T21:13:31,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,LIML"
"Milano, Lombardia, Italia",2023-06-16,29,18,23.8,28.5,18,23.7,13.9,56.8,0.187,100,4.17,rain,0,0,37.1,14.8,315.1,1013.3,32.2,10,312.5,27,9,30,2023-06-16T05:34:09,2023-06-16T21:13:56,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16080099999,16076099999,D6875,16066099999,LIML"
"Milano, Lombardia, Italia",2023-06-17,30,17.9,24.3,29.1,17.9,24,13,51.3,0.187,100,4.17,rain,0,0,26.6,16.3,163.7,1013.8,18.9,10,301.3,26.2,9,30,2023-06-17T05:34:11,2023-06-17T21:14:19,0.97,Rain,Clear conditions throughout the day with afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,LIML"
"Milano, Lombardia, Italia",2023-06-18,30,18,24,30,18,23.9,14.1,56.2,0,0,0,,0,0,30.2,13,248.9,1015.2,18.3,10,245.3,21.2,9,10,2023-06-18T05:34:15,2023-06-18T21:14:39,0,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,16066099999,LIML"
"Milano, Lombardia, Italia",2023-06-19,30.9,19,24.9,31.8,19,25.2,16.4,60.5,0.187,100,4.17,rain,0,0,21.2,12.8,261.6,1015.6,55.9,10,278,23.7,9,30,2023-06-19T05:34:21,2023-06-19T21:14:58,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16080099999,16076099999,D6875,D8587,16066099999,LIML"
"Milano, Lombardia, Italia",2023-06-20,30,19,26.2,30,19,26,13.9,48.3,0.562,100,4.17,rain,0,0,24.5,11.3,257.1,1016.6,53.7,10,253.6,21.9,7,10,2023-06-20T05:34:30,2023-06-20T21:15:14,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,LIML"
"Milano, Lombardia, Italia",2023-06-21,31,19,25.9,30.6,19,25.7,14.9,52.9,0,0,0,,0,0,26.3,12.8,260.4,1017.6,64.9,10,266.3,23,8,10,2023-06-21T05:34:40,2023-06-21T21:15:28,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,LIML,06771099999"
"Milano, Lombardia, Italia",2023-06-22,32.7,20.9,27.2,33.2,20.9,27.7,18.1,59.7,0,0,0,,0,0,33.8,17.8,130.4,1017.2,62.4,10,249.7,21.5,8,30,2023-06-22T05:34:54,2023-06-22T21:15:39,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-23,32.8,20.9,27.8,31.4,20.9,27.2,13,45.1,0,0,0,,0,0,68.4,23.9,329.5,1014,34.1,10,312.7,26.8,9,30,2023-06-23T05:35:09,2023-06-23T21:15:48,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,LIML,06771099999"
"Milano, Lombardia, Italia",2023-06-24,31.8,20,26.3,30.6,20,25.8,10.3,37.7,0,0,0,,0,0,68.4,14.8,101,1017,8.9,10,321.5,27.9,9,10,2023-06-24T05:35:26,2023-06-24T21:15:55,0.2,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-25,30.8,20.7,25.6,30.1,20.7,25.4,14,49.9,0,0,0,,0,0,20.1,14.4,108.8,1016.8,14.2,10,315.5,27.2,9,10,2023-06-25T05:35:46,2023-06-25T21:16:00,0.24,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-26,32.8,18.9,26.6,33.3,18.9,26.7,16.3,55.6,0,0,0,,0,0,25.4,11,177.5,1014.7,10.6,10,318.8,27.5,9,60,2023-06-26T05:36:08,2023-06-26T21:16:02,0.25,Clear,Clear conditions throughout the day.,clear-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-27,32.8,20,27.3,33.2,20,27.5,17.3,57.1,0,0,0,rain,0,0,28.3,12.8,247.8,1011.8,28.7,10,268.6,23.3,9,60,2023-06-27T05:36:32,2023-06-27T21:16:02,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,16076099999,D6875,F5400,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-28,28.8,19.8,24.8,28.9,19.8,24.9,15.8,58.1,0,0,0,rain,0,0,46,23.3,109.6,1013.4,46.3,10,264,22.8,8,10,2023-06-28T05:36:58,2023-06-28T21:15:59,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-29,28.9,20.9,24.6,28.4,20.9,24.5,13.8,52.1,0.061,100,8.33,rain,0,0,20.5,19.8,108.3,1016,66.8,10,191.7,16.5,7,10,2023-06-29T05:37:26,2023-06-29T21:15:54,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-06-30,22.9,17.9,20.1,22.9,17.9,20.1,17.3,84.5,17.135,100,62.5,rain,0,0,38.6,13,52.9,1012.1,82.6,8.8,48.3,4.4,2,10,2023-06-30T05:37:56,2023-06-30T21:15:46,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-01,26.8,17.9,22,27.7,17.9,22.1,17.5,78.1,1.878,100,20.83,rain,0,0,25.2,9.4,224.1,1008.5,62,8.5,275.5,23.6,9,30,2023-07-01T05:38:28,2023-07-01T21:15:36,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-02,30.8,18.9,24.8,31.6,18.9,25.1,17.6,66.5,0,0,0,rain,0,0,23.1,11,235.3,1009.1,30.4,10,331.7,28.6,9,30,2023-07-02T05:39:01,2023-07-02T21:15:24,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-03,29.8,20.9,25.6,31.1,20.9,26,17.3,61,0.837,100,4.17,rain,0,0,22.3,12.9,223.2,1011.2,41.9,10,299.9,25.9,9,60,2023-07-03T05:39:37,2023-07-03T21:15:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-04,29.7,20.8,24.8,30.1,20.8,25,17,63.7,1.865,100,37.5,rain,0,0,40.4,16.1,97.9,1013.6,39,10,279.5,24.1,9,60,2023-07-04T05:40:15,2023-07-04T21:14:52,0.53,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"16080099999,16076099999,D6875,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-05,28.7,18.9,23.4,29.2,18.9,23.5,17.2,70,36.609,100,37.5,rain,0,0,51.9,19.9,47.8,1013.5,52.4,9.8,260.9,22.5,10,30,2023-07-05T05:40:54,2023-07-05T21:14:33,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-06,24.8,16.1,22.3,24.8,16.1,22.3,16.7,71.4,19.038,100,12.5,rain,0,0,27.4,25,101.1,1015.4,48.9,9.4,228.7,19.7,9,60,2023-07-06T05:41:35,2023-07-06T21:14:11,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-07,28.8,16.9,23.8,29,16.9,23.9,15.5,61.6,0,0,0,,0,0,18.3,12.6,113.9,1020.1,18.3,10,334.8,29.1,9,30,2023-07-07T05:42:18,2023-07-07T21:13:47,0.64,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-08,30.8,21.8,26.1,30.4,21.8,26,15.9,55.5,0.091,100,16.67,rain,0,0,18.3,11,70.2,1020.4,35,10,307.2,26.5,9,10,2023-07-08T05:43:02,2023-07-08T21:13:20,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-09,32.9,19.9,27.1,34.4,19.9,27.7,18.3,60.6,0,0,0,,0,0,19.1,9.3,181.4,1020.1,3.6,10,319.5,27.8,9,75,2023-07-09T05:43:48,2023-07-09T21:12:51,0.71,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-10,34.8,21.9,28.6,37.4,21.9,30,20,61.6,0,0,0,,0,0,18.4,7.6,269.8,1019.3,7,10,290.6,25.1,9,75,2023-07-10T05:44:36,2023-07-10T21:12:20,0.75,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-11,34.8,23.9,29.6,37.4,23.9,31.2,19.8,57.2,0.01,100,4.17,rain,0,0,31.4,7.6,214.3,1016.6,25.5,10,307,26.4,9,100,2023-07-11T05:45:25,2023-07-11T21:11:46,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-12,30.6,23.8,27.2,32,23.8,27.9,18.5,59,1.999,100,33.33,rain,0,0,63.1,26.7,29.7,1014.3,61.9,10,162.5,14,8,75,2023-07-12T05:46:15,2023-07-12T21:11:10,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-13,29.8,18.9,24.3,31.1,18.9,24.8,18.7,72.6,8.039,100,16.67,rain,0,0,63.9,17.9,90.3,1013.7,52.1,10,246.1,21.2,9,60,2023-07-13T05:47:07,2023-07-13T21:10:32,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-14,27.8,18.8,23.7,28.9,18.8,23.9,18.2,72.4,49.337,100,8.33,rain,0,0,27.8,14.6,71.2,1016.5,56.6,9.7,234,20.1,10,30,2023-07-14T05:48:00,2023-07-14T21:09:52,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-15,31.8,21.9,26.9,33.8,21.9,27.8,19.9,67.6,0,0,0,rain,0,0,23.6,9.3,138.8,1015.6,48.6,10,295.4,25.4,10,30,2023-07-15T05:48:54,2023-07-15T21:09:09,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-16,32.9,21.9,28,35.9,21.9,29.5,20.4,65.1,0,0,0,,0,0,24.1,9.1,104.4,1014.9,28,10,314.9,27.2,9,60,2023-07-16T05:49:50,2023-07-16T21:08:24,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-17,34.8,23.8,29.3,38.2,23.8,31.1,19.7,57.1,0,0,0,,0,0,17,9.2,247.9,1016.1,26,10,311.9,26.7,9,75,2023-07-17T05:50:47,2023-07-17T21:07:37,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-18,32.8,22.9,28.8,36.8,22.9,31.3,21.8,66.9,0.035,100,8.33,rain,0,0,26.5,16,195.5,1016.2,16.5,10,233.8,20.2,8,75,2023-07-18T05:51:45,2023-07-18T21:06:48,0.02,Rain,Clear conditions throughout the day with rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-19,33.8,24,29,39,24,31.9,22.6,69.5,0.034,100,16.67,rain,0,0,33.7,11.3,226.4,1011,38.4,10,273.3,23.7,9,100,2023-07-19T05:52:44,2023-07-19T21:05:56,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-20,31.9,21.9,27.4,33.7,21.9,28.5,19.7,64.3,0,0,0,rain,0,0,29.3,17.8,131.9,1008.9,43.2,10,303.9,26.3,9,75,2023-07-20T05:53:44,2023-07-20T21:05:03,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-21,27.9,20,24.4,29.1,20,24.7,19.3,74.5,11.721,100,29.17,rain,0,0,40.5,32,81.1,1008,47.6,10,246,21.4,9,75,2023-07-21T05:54:45,2023-07-21T21:04:07,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-22,28.8,18.9,23.6,30.5,18.9,23.9,18.2,72.7,1.823,100,12.5,rain,0,0,19.3,12.5,115.9,1012.4,50.1,10,237.1,20.5,8,60,2023-07-22T05:55:47,2023-07-22T21:03:10,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-23,30.8,21.9,25.7,31.2,21.9,26.2,19.3,68.9,1.024,100,16.67,rain,0,0,28.8,12.8,113.6,1014.7,38.7,10,265.6,22.9,9,60,2023-07-23T05:56:50,2023-07-23T21:02:10,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-24,26.6,19.7,23.4,26.6,19.7,23.4,19.2,78,2.218,100,54.17,rain,0,0,42,25.2,61,1010.3,59.1,9.9,103.7,9,5,60,2023-07-24T05:57:54,2023-07-24T21:01:09,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-25,26.9,17.9,22.7,28,17.9,22.8,18.3,77.8,6.569,100,25,rain,0,0,54.4,11.3,127.5,1002,52.7,10,260.7,22.4,9,75,2023-07-25T05:58:58,2023-07-25T21:00:05,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16080099999,D6875,16076099999,F5400,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-26,28.8,20.7,24.6,27.5,20.7,24.3,6.6,32.6,0,0,0,,0,0,64.3,20.3,346,1007.3,14,10,291.8,25.1,9,10,2023-07-26T06:00:03,2023-07-26T20:59:00,0.25,Clear,Clear conditions throughout the day.,clear-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-27,26.8,16.8,22,27,16.8,22,12.6,56.6,0,0,0,,0,0,51.7,14.4,112,1014.4,29.4,10,275.8,23.8,8,10,2023-07-27T06:01:09,2023-07-27T20:57:53,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
"Milano, Lombardia, Italia",2023-07-28,28.8,16.9,23.3,29.1,16.9,23.3,15.4,63.3,0,0,0,,0,0,20.9,11,266.9,1013.1,42.5,10,274.6,23.8,8,10,2023-07-28T06:02:16,2023-07-28T20:56:44,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16080099999,D6875,16076099999,16066099999,06777099999,06771099999,LIML"
